# x,  y,  r
133.2,68.9,6.4
66.3,169.1,4.9
67.2,99.7,5.4
30.1,90.9,3.4
31.2,29.7,2.3
181.7,34.6,7.7
172.6,58.4,4.1
108.8,44.5,5.8
165.4,111.2,4.0
172.2,74.2,3.9
75.1,108.1,2.6
30.3,198.4,3.4
0.3,28.6,3.5
181.2,50.1,3.2
36.7,93.2,2.1
105.4,27.9,2.7
181.9,59.7,2.3
36.6,110.1,4.3
29.2,114.3,3.4
38.1,181.6,2.2
